1731676592,55.3678068,10.4313044,78.95852329204641,-11.7,-17.5
1731676614,55.3678779,10.4312972,71.3444470219666,-35.4,-47.0
1731676617,55.3679051,10.4313048,67.02140027643185,-35.9,-47.0
1731676622,55.3679811,10.4312789,63.27034959232701,-45.4,-57.5
1731676630,55.368109,10.4312651,61.898213719362445,-47.0,-61.2
1731676633,55.3681472,10.4312608,61.72217342694343,-51.2,-61.7
1731676637,55.3682122,10.4312488,61.048112795811946,-57.0,-69.6
1731676648,55.3683921,10.4312238,59.30493096408138,-63.3,-75.9
1731676670,55.3687336,10.4311638,58.15660669517037,-60.2,-77.0
1731676683,55.3689207,10.4311347,59.03642242632232,-69.6,-81.7
1731676700,55.3692125,10.4310998,59.49711695851781,-72.3,-84.4
1731676718,55.3694956,10.43107,60.013813363730016,-72.3,-82.8
1731676786,55.3699448,10.4309561,56.47444397561289,-99.1,-91.2
1731676790,55.3698835,10.4309448,56.33553997993042,-86.5,-85.9
1731676806,55.3696392,10.4309772,57.741791041925694,-69.1,-80.7
1731676810,55.3695805,10.4309882,57.76684587431182,-66.5,-81.2
1731676818,55.3694445,10.4310084,58.51898182512899,-67.0,-78.6
1731676827,55.36931,10.4310289,59.09311531243861,-65.4,-77.5
1731676829,55.3692857,10.4310277,59.03214774055715,-66.5,-80.2
1731676833,55.3692239,10.4310383,58.65920704006243,-68.1,-78.1
1731676837,55.3691581,10.4310481,58.623272681081744,-59.6,-70.7
1731676857,55.3688322,10.431097,59.448596909095876,-60.2,-74.4
1731676908,55.3680458,10.4312587,57.047303288985546,-50.2,-56.5
1731676909,55.3680198,10.4312612,57.11633142610652,-40.7,-53.8
1731676926,55.3677929,10.4313148,56.20452294883928,-23.3,-35.9
1731676936,55.3677618,10.431323,59.96054773570087,-12.3,-22.3
