time(s),lattitude,longitude,altitude
1731065735,55.3672517,10.4305707,61.118457311539636
1731065735,55.3672491,10.4305703,61.20046121755745
1731065735,55.3672468,10.4305715,61.220462038773974
1731065736,55.3672428,10.43057,61.492469547532224
1731065736,55.3672403,10.430571,61.57847095602213
1731065736,55.3672381,10.4305712,61.578473348205875
1731065736,55.3672347,10.4305716,61.85547689106723
1731065736,55.367232,10.4305718,61.94647990391516
1731065737,55.3672285,10.4305719,62.06648407938681
1731065737,55.3672254,10.4305719,62.22548792776238
1731065737,55.3672222,10.4305731,62.44748986600632
1731065737,55.367219,10.4305734,62.69949332987848
1731065737,55.3672157,10.4305733,62.887497595917836
1731065738,55.3672126,10.430574,63.273500257489935
1731065738,55.3672102,10.4305749,63.17950171104786
1731065738,55.367207,10.4305747,63.200506022347255
1731065738,55.3672053,10.4305769,63.2155044031866
1731065738,55.3672044,10.4305799,63.01050043481224
1731065739,55.3672018,10.4305796,62.96350417077452
1731065739,55.3672009,10.4305814,62.74250223661117
1731065739,55.3671996,10.4305838,62.595499781849355
1731065739,55.3671975,10.4305848,62.65350069337482
1731065739,55.3671956,10.4305853,62.53950220422006
1731065740,55.3671924,10.4305851,62.65250651532959
1731065740,55.3671899,10.4305847,62.59251029655327
1731065740,55.3671861,10.4305827,62.72551840365103
1731065740,55.3671825,10.4305832,62.97452202448427
1731065740,55.3671797,10.4305832,63.0045254998855
1731065741,55.3671766,10.4305841,63.18352782195141
1731065741,55.3671744,10.4305857,63.283527840287164
1731065741,55.3671713,10.4305861,63.24653100987319
1731065741,55.3671666,10.4305872,64.10753497864496
1731065741,55.3671582,10.4305854,65.26454845547869
1731065742,55.367153,10.4305853,65.78655507873262
1731065742,55.3671522,10.4305798,64.10256539500975
1731065742,55.3671507,10.4305769,63.80757217259894
1731065742,55.3671474,10.4305729,63.4715830487564
1731065742,55.3671436,10.4305705,63.92759183312175
1731065743,55.3671413,10.4305703,63.73659502653955
1731065743,55.3671389,10.4305716,64.05059580131207
1731065743,55.3671368,10.4305736,64.13159501715185
1731065743,55.3671326,10.4305736,64.61060022937484
1731065743,55.3671302,10.4305763,65.00659863085312
1731065744,55.3671258,10.430577,65.57760290454974
1731065744,55.3671209,10.430575,66.02861237552814
1731065744,55.3671173,10.4305748,66.19661718193089
1731065744,55.3671144,10.4305754,66.31361976352291
1731065744,55.3671119,10.4305768,66.50062049260478
1731065745,55.3671101,10.4305775,66.24562153963112
1731065745,55.3671066,10.430577,66.45762673031925
1731065745,55.3671027,10.4305757,66.57563377340678
1731065745,55.3670984,10.4305743,66.89864148227286
1731065745,55.367096,10.4305748,67.03664361272413
1731065746,55.3670933,10.430575,67.08264662393731
1731065746,55.3670894,10.4305747,67.392651971654
1731065746,55.3670868,10.4305744,67.4116557062732
1731065746,55.3670836,10.4305743,67.52865984630567
1731065746,55.3670804,10.4305748,67.82566296921836
1731065747,55.3670773,10.4305754,67.9126657984996
1731065747,55.367073,10.4305749,68.1796719812576
1731065747,55.3670702,10.4305756,68.25967426871152
1731065747,55.3670676,10.4305762,68.25167647750223
1731065747,55.367065,10.4305768,68.3866786862643
1731065748,55.3670621,10.4305777,68.45868075866886
1731065748,55.3670591,10.4305781,68.52368380266395
1731065748,55.3670563,10.4305784,68.48368676799959
1731065748,55.3670526,10.4305778,68.59269237548632
1731065748,55.3670464,10.4305782,69.67469938935815
1731065749,55.367042,10.4305792,70.26870315292643
1731065749,55.3670382,10.4305792,70.1007078671714
1731065749,55.3670348,10.4305789,70.24271259365774
1731065749,55.3670306,10.4305777,70.39271983812475
1731065749,55.3670265,10.4305768,70.70472644992512
1731065750,55.3670236,10.4305782,70.84372767430399
1731065750,55.367017,10.4305769,71.40573806524782
1731065750,55.3670113,10.4305761,72.11474649202998
1731065750,55.3670102,10.4305773,71.79174582242553
1731065750,55.3670016,10.4305758,73.10475903283178
1731065751,55.3669949,10.4305746,73.86076937764163
1731065751,55.3669839,10.4305705,75.27778997146605
1731065751,55.3669809,10.4305706,75.44079352295458
1731065751,55.3669775,10.4305703,75.54479824855673
1731065751,55.3669738,10.4305711,76.11080148161857
1731065752,55.3669705,10.4305724,76.21780337097606
1731065752,55.3669672,10.4305745,76.47180390423296
1731065752,55.3669636,10.4305756,76.69080650458972
1731065752,55.36696,10.4305765,76.94380944390574
1731065752,55.3669569,10.430578,77.329810746016
1731065753,55.3669535,10.4305783,77.1908144542289
1731065753,55.3669504,10.4305787,77.26881762082706
1731065753,55.3669478,10.4305794,77.7778196587736
1731065753,55.3669446,10.4305805,77.82982176276903
1731065753,55.3669416,10.4305815,77.99982378819661
1731065754,55.3669393,10.4305833,78.0048235894344
1731065754,55.366937,10.4305855,78.17682271262494
1731065754,55.3669346,10.4305868,78.2068234853635
1731065754,55.3669315,10.430587,78.28182699072909
1731065754,55.3669289,10.4305876,78.34482919797702
1731065755,55.3669263,10.4305881,78.43483157470234
1731065755,55.3669227,10.4305881,78.43483603900759
1731065755,55.3669203,10.4305889,78.55183765913311
1731065755,55.3669173,10.4305895,78.76084036227901
1731065755,55.3669134,10.430588,78.92084774103675
1731065756,55.3669093,10.4305867,79.02185502871326
1731065756,55.3669056,10.4305862,79.1218604642705
1731065756,55.366903,10.4305864,79.19186334924717
1731065756,55.3669014,10.4305875,78.99186346867172
1731065756,55.3668985,10.430588,79.07086621707907
1731065757,55.3668966,10.4305888,79.09386721697696
1731065757,55.3668942,10.4305897,78.97486866733168
1731065757,55.366892,10.4305904,78.90887020868313
1731065757,55.3668898,10.4305911,78.8628717500143
1731065757,55.3668873,10.4305911,78.80487484983306
1731065758,55.3668847,10.4305914,78.8508775651024
1731065758,55.3668822,10.4305914,78.78188066486521
1731065758,55.3668801,10.4305917,78.74588276013239
1731065758,55.3668777,10.430592,78.71888522734481
1731065758,55.3668744,10.4305917,78.82988982743632
1731065759,55.3668722,10.4305921,78.85689187711435
1731065759,55.3668735,10.4305948,78.64188568869253
1731065759,55.3668717,10.4305958,78.12488622539877
1731065759,55.3668684,10.4305955,78.06389082540888
1731065759,55.366867,10.4305963,77.86489120515114
1731065760,55.3668707,10.4306001,77.4348801765745
1731065760,55.3668693,10.430601,76.91888038682603
1731065760,55.3668676,10.4306011,76.67988232505579
1731065760,55.3668627,10.4305995,76.70189111228046
1731065760,55.3668608,10.4305993,76.83389380693302
1731065761,55.3668584,10.4305989,76.66389746047616
1731065761,55.3668555,10.4305987,76.75990139487898
1731065761,55.3668521,10.4305982,76.80890645763947
1731065761,55.3668497,10.4305981,76.9229096025777
1731065761,55.3668459,10.4305983,77.0749139746252
1731065762,55.3668431,10.430598,77.15591795439562
1731065762,55.3668401,10.4305985,77.3639208260526
1731065762,55.3668384,10.4305996,77.43392106903605
1731065762,55.3668357,10.4306006,77.34992272121114
1731065762,55.3668335,10.4306019,77.4409232450038
1731065763,55.3668317,10.4306038,77.4929222558879
1731065763,55.36683,10.4306061,77.41792046477948
1731065763,55.3668282,10.4306083,76.79091896712777
1731065763,55.3668264,10.4306104,77.00991763896478
1731065763,55.3668251,10.4306126,76.8739155214564
1731065764,55.3668233,10.4306152,77.50591334575279
1731065764,55.3668234,10.4306164,77.49891118774885
1731065764,55.3668238,10.4306187,77.19090679330978
1731065764,55.3668232,10.4306218,76.98690228249116
1731065764,55.3668235,10.4306251,77.14589631696833
1731065765,55.3668234,10.4306286,77.18989050829069
1731065765,55.3668242,10.4306314,77.04288477044048
1731065765,55.3668244,10.4306352,77.06087808133145
1731065765,55.3668252,10.430638,76.88187234345946
1731065765,55.3668252,10.4306422,77.08286522424069
1731065766,55.3668252,10.4306463,77.00985827451389
1731065766,55.3668266,10.4306445,82.57085959006798
1731065766,55.3668265,10.430648,82.73985378133472
1731065766,55.366826,10.4306521,82.89184745142771
1731065766,55.3668264,10.4306552,82.86084170085924
1731065767,55.3668267,10.430659,83.10983488770304
1731065767,55.3668266,10.4306634,82.98882755336746
1731065767,55.3668268,10.430668,82.72381950809508
1731065767,55.3668268,10.4306729,82.4118112022206
1731065767,55.3668276,10.4306765,82.67980410817546
1731065768,55.3668279,10.4306805,82.90779695593267
1731065768,55.3668273,10.4306842,83.22879142793562
1731065768,55.3668275,10.4306888,82.99778338258473
1731065768,55.3668278,10.4306924,83.0517769083399
1731065768,55.366828,10.430697,83.36976886295744
1731065769,55.3668284,10.4307006,83.36376226471552
1731065769,55.3668289,10.4307045,83.00275503395855
1731065769,55.3668299,10.4307091,82.93774599674953
1731065769,55.3668304,10.430713,82.68573876595863
1731065769,55.3668304,10.4307173,82.00473147697339
1731065770,55.3668308,10.4307214,81.89272403110363
1731065770,55.3668315,10.4307257,81.80971587427237
1731065770,55.3668323,10.4307295,81.77770844100972
1731065770,55.3668323,10.4307336,81.71570149099114
1731065770,55.3668331,10.4307376,81.64569371867154
1731065771,55.366833,10.4307418,81.4666867230876
1731065771,55.3668333,10.4307465,81.35167838401833
1731065771,55.3668339,10.4307508,80.42267035105834
1731065771,55.3668353,10.4307544,80.63066251286648
1731065771,55.3668355,10.4307583,80.9086556538379
1731065772,55.3668363,10.4307628,81.44364703383846
1731065772,55.3668357,10.430767,81.62364065805853
1731065772,55.3668364,10.4307707,81.42663351813
1731065772,55.3668371,10.4307755,81.44962451350746
1731065772,55.3668376,10.4307793,81.34761745198693
1731065773,55.3668375,10.4307838,80.60860994771127
1731065773,55.3668378,10.4307882,80.95360211701862
1731065773,55.3668389,10.4307923,80.47559380301968
1731065773,55.366841,10.4307967,80.98658374062963
1731065773,55.3668414,10.4307997,80.83557815915506
1731065774,55.3668421,10.4308041,80.3935698324629
1731065774,55.3668433,10.4308079,80.79956190294979
1731065774,55.3668451,10.4308122,80.97855238191298
1731065774,55.366845,10.430817,81.40554436895155
1731065774,55.3668459,10.4308201,81.31153799796877
1731065775,55.3668471,10.430823,80.92153159405657
1731065775,55.3668483,10.4308252,80.90752637677315
1731065775,55.3668478,10.430827,80.81352394533069
1731065775,55.3668479,10.4308311,80.36551687098523
1731065775,55.366847,10.430834,80.50751307074611
1731065776,55.3668471,10.4308371,79.85750769159583
1731065776,55.3668454,10.4308394,80.01350590036049
1731065776,55.3668434,10.4308413,80.74050515915366
1731065776,55.3668418,10.4308416,80.40650663434064
1731065776,55.3668423,10.4308416,80.74050601441931
1731065777,55.3668422,10.4308436,81.36750274796897
1731065777,55.3668429,10.4308457,81.47949832011643
1731065777,55.3668432,10.4308478,81.73849438819752
1731065777,55.3668439,10.4308501,82.02348962128784
1731065777,55.3668445,10.4308513,82.46048684310443
1731065778,55.3668451,10.430855,82.36747982684916
1731065778,55.366845,10.4308577,82.43547537371614
1731065778,55.366844,10.4308594,82.43247373168533
1731065778,55.3668435,10.4308621,82.26346977448821
1731065778,55.3668428,10.4308654,82.45046504811604
1731065779,55.366842,10.430868,82.67046163238713
1731065779,55.3668411,10.4308704,81.67845867968506
1731065779,55.3668405,10.4308723,81.76145620264191
1731065779,55.3668401,10.4308735,81.73645466429402
1731065779,55.3668397,10.4308776,82.04144820974253
1731065780,55.3668385,10.4308781,82.41744884993736
1731065780,55.3668369,10.4308786,82.47744998606169
1731065780,55.3668372,10.4308809,82.35944571504962
1731065780,55.3668373,10.4308806,81.36444609963891
1731065780,55.3668359,10.4308827,80.49544427539757
1731065781,55.366836,10.4308839,81.27344211711895
1731065781,55.3668365,10.4308824,81.35344404006932
1731065781,55.3668359,10.4308834,81.00244308872561
1731065781,55.3668356,10.4308828,81.8334444778234
1731065781,55.3668355,10.4308823,82.18544544942932
1731065782,55.3668338,10.4308829,81.03644653999291
1731065782,55.3668326,10.4308846,81.45644514586517
1731065782,55.3668308,10.4308861,80.83844483466936
1731065782,55.3668314,10.4308871,81.56444239553372
1731065782,55.3668308,10.430888,81.84744161370142
1731065783,55.3668305,10.4308889,82.02544045992323
1731065783,55.36683,10.4308897,82.49443972363173
1731065783,55.3668298,10.4308903,84.07243895444532
1731065783,55.3668297,10.4308927,83.14343500982832
1731065783,55.3668298,10.4308933,81.7354338686968
1731065784,55.3668277,10.4308893,80.93244325328762
1731065784,55.3668261,10.4308841,80.18845405223318
1731065784,55.3668259,10.4308871,78.96744921446309
1731065784,55.3668269,10.4308869,79.53544831371656
1731065784,55.3668285,10.4308875,79.9214453128877
1731065785,55.3668292,10.4308871,80.9684451231215
1731065785,55.3668302,10.4308874,80.38244337473768
1731065785,55.3668293,10.4308905,80.47643923530109
1731065785,55.3668279,10.4308943,79.76443452908413
1731065785,55.3668271,10.4308982,79.67542890944563
1731065786,55.3668269,10.4308963,80.15643237838574
1731065786,55.3668291,10.4308983,79.54442626030374
1731065786,55.3668306,10.4309008,79.52242016243994
1731065786,55.3668319,10.4309007,79.42341872019526
1731065786,55.3668316,10.4309006,78.4904192616687
1731065787,55.3668308,10.4308942,77.6334311031548
1731065787,55.3668299,10.4308875,77.35344357715658
1731065787,55.3668297,10.4308858,77.29744670703596
1731065787,55.3668289,10.4308861,77.06044719030868
1731065787,55.3668304,10.4308852,76.52744685631531
1731065788,55.3668321,10.4308839,76.28144695244674
1731065788,55.3668339,10.4308869,75.68543963502577
1731065788,55.366832,10.4308894,75.70743775257245
1731065788,55.3668335,10.4308883,74.93043775760952
1731065788,55.3668359,10.4308888,75.01543393438628
1731065789,55.3668364,10.4308897,74.809431788741
1731065789,55.3668358,10.4308928,75.47242727736361
1731065789,55.3668349,10.4308941,75.87942618938827
1731065789,55.3668348,10.4308966,75.96842207523521
1731065789,55.3668369,10.4308941,76.04642370970683
1731065790,55.366838,10.430893,76.30442421065479
1731065790,55.366841,10.4308898,76.69442591590122
1731065790,55.3668443,10.4308884,78.39642419769147
1731065790,55.3668515,10.430884,78.83542272960116
1731065790,55.3668595,10.4308778,79.75342332080506
1731065791,55.3668658,10.4308759,76.03741873009872
1731065791,55.3668705,10.4308705,78.19942205659437
1731065791,55.3668773,10.4308662,77.75242091420665
1731065791,55.3668832,10.4308627,74.0974195314592
1731065791,55.3668915,10.4308548,72.32942263152421
1731065792,55.3668979,10.4308492,71.34342418841088
1731065792,55.3669004,10.4308481,69.65342295293989
1731065792,55.3669037,10.4308458,69.02542275965035
1731065792,55.3669068,10.4308443,69.44642145814237
1731065792,55.3669079,10.4308442,69.43042026352194
1731065793,55.3669076,10.4308441,70.11342080508712
1731065793,55.3669053,10.4308498,70.62541399445092
1731065793,55.3669062,10.4308517,71.1944096573525
1731065793,55.3669063,10.4308527,73.70640783808382
1731065793,55.3669069,10.4308532,74.36440624637581
1731065794,55.3669085,10.4308525,74.25540544883489
1731065794,55.3669079,10.4308542,74.30140331098154
1731065794,55.36691,10.4308538,73.04240138478255
1731065794,55.3669147,10.4308507,71.25540081134082
1731065794,55.3669193,10.430848,69.55439968372346
1731065795,55.3669247,10.4308443,68.43139925911164
1731065795,55.3669281,10.4308416,68.78839961957517
1731065795,55.3669297,10.4308413,67.60839814379108
1731065795,55.3669314,10.4308405,68.77239739160173
1731065795,55.3669348,10.4308378,68.47139775197164
1731065796,55.366936,10.4308402,67.28439219504502
1731065796,55.3669359,10.4308405,66.67639181049249
1731065796,55.3669385,10.4308381,65.98639265443741
1731065796,55.3669401,10.4308375,66.59139168716138
1731065796,55.3669427,10.4308335,67.64639524347582
1731065797,55.3669433,10.4308346,67.44339263451995
1731065797,55.3669455,10.4308329,68.07439278782174
1731065797,55.3669467,10.4308318,68.76439316424995
1731065797,55.3669486,10.430831,68.61839216388
1731065797,55.3669512,10.4308301,67.24339046479884
1731065798,55.3669539,10.4308286,67.08438965881265
1731065798,55.3669559,10.4308276,67.37438887340426
1731065798,55.366957,10.4308284,67.52938615282028
1731065798,55.3669581,10.4308287,67.66838427986085
1731065798,55.3669592,10.4308295,67.6903815592641
1731065799,55.3669605,10.4308283,68.23338198111645
1731065799,55.3669629,10.4308272,66.71638086903204
1731065799,55.3669645,10.4308241,66.50338413975088
1731065799,55.3669679,10.4308231,66.73138161771413
1731065799,55.3669677,10.4308218,66.24338406963255
1731065800,55.3669704,10.4308224,66.0263797034116
1731065800,55.3669725,10.4308211,65.74737930240478
1731065800,55.3669744,10.4308218,65.42537575893526
1731065800,55.3669752,10.4308217,65.35337493612647
1731065800,55.3669778,10.4308197,66.7363751015484
1731065801,55.3669803,10.4308192,66.88437284808909
1731065801,55.3669833,10.4308208,66.1393664143146
1731065801,55.3669865,10.4308222,65.7333600714538
1731065801,55.366991,10.4308274,64.56334567385962
1731065801,55.3669941,10.4308272,64.41734216736486
1731065802,55.3669969,10.430835,64.21132547072277
1731065802,55.3669946,10.4308384,64.77332255994162
1731065802,55.3669938,10.4308446,65.04831304155798
1731065802,55.3669849,10.4308535,65.21130899386812
1731065802,55.3669796,10.4308532,64.5563160769319
1731065803,55.3669746,10.4308591,63.583312276934095
1731065803,55.3669702,10.4308646,63.55130841069483
1731065803,55.3669668,10.430874,63.200296692295026
1731065803,55.3669619,10.4308878,61.80927937504316
1731065803,55.3669563,10.4308943,62.06527530166676
1731065804,55.3669611,10.4308974,60.6712640923502
1731065804,55.3669632,10.4309022,59.567253349976106
1731065804,55.3669657,10.4309058,58.49224414577874
1731065804,55.3669669,10.4309103,58.01423502829666
1731065804,55.3669676,10.4309164,58.011223818469354
1731065805,55.3669659,10.4309318,56.94319981896446
1731065805,55.3669632,10.4309478,55.95917604250471
1731065805,55.3669617,10.4309633,54.9981516250282
1731065805,55.3669615,10.4309728,54.52013576708202
1731065805,55.3669613,10.4309823,54.04211990906771
1731065806,55.3669612,10.4309919,53.56410375740217
1731065806,55.366961,10.4310014,53.086087899250415
1731065806,55.3669608,10.4310109,52.60807204103054
1731065806,55.3669607,10.4310205,52.129055889156106
1731065806,55.3669605,10.43103,51.65104003079883
1731065807,55.3669603,10.4310395,51.1730241723734
1731065807,55.3669602,10.431049,50.69500818983355
1731065807,55.36696,10.4310586,50.21699216172745
1731065807,55.3669599,10.4310681,49.738976179049445
1731065807,55.3669597,10.4310776,49.260960320350144
1731065808,55.3669595,10.4310872,48.78294429203645
1731065808,55.3669594,10.4310967,48.304928309151926
1731065808,55.3669921,10.4311198,48.11184857706599
1731065808,55.3669949,10.4311308,47.60182645265837
1731065808,55.3669978,10.4311417,47.09280437357815
1731065809,55.3670006,10.4311527,46.58278224885461
1731065809,55.3670034,10.4311637,46.0737601239736
1731065809,55.3670063,10.4311746,45.56373804441768
1731065809,55.3670091,10.4311856,45.05371591922088
1731065809,55.367012,10.4311965,44.5446938393476
1731065810,55.3670148,10.4312075,44.03467171383512
1731065810,55.3670177,10.4312185,43.52564946408534
1731065810,55.3670205,10.4312294,43.015627507816404
1731065810,55.3670233,10.4312404,42.506605381830866
1731065810,55.3670262,10.4312513,41.996583301164904
1731065811,55.367029,10.4312623,41.48756117486377
1731065811,55.3670319,10.4312733,40.97753892431654
1731065811,55.3670347,10.4312842,40.468516967264044
1731065811,55.3670376,10.4312952,39.95849471639778
1731065811,55.3670404,10.4313061,39.44947275903182
1731065812,55.3670432,10.4313171,38.93945063194244
1731065812,55.3670461,10.4313281,38.43042838059815
1731065812,55.3669865,10.4317333,91.10081518960695
1731065812,55.3669946,10.431894,101.0755325846497
1731065812,55.3670589,10.4321835,103.33496171589873
1731065813,55.3671487,10.4325495,103.11522928491107
1731065813,55.3672163,10.4328331,102.83966409842209
1731065813,55.3672708,10.4330663,102.34020062997013
1731065813,55.3673156,10.4332691,102.28280075180629
1731065813,55.3673513,10.4334419,102.54246306347278
1731065814,55.3673855,10.4336117,102.89113229934055
1731065814,55.3674163,10.4337707,103.36982406722393
1731065814,55.3675386,10.4336881,106.34081215633847
1731065814,55.3675603,10.4337816,106.74762641385412
1731065814,55.3675819,10.4338751,107.1544407852953
1731065815,55.3676036,10.4339686,107.5612550217769
1731065815,55.3676252,10.4340621,107.96906937222921
1731065815,55.3676469,10.4341556,108.37588358771168
1731065815,55.3676685,10.4342491,108.78269791721006
1731065815,55.3676902,10.4343426,109.18951211172822
1731065816,55.3677118,10.4344362,109.59632625047155
1731065816,55.3677335,10.4345297,110.0041404240524
1731065816,55.3677551,10.4346232,110.41095471173952
1731065816,55.3677768,10.4347167,110.8177688644259
1731065816,55.3677984,10.4348102,111.22458313126367
1731065817,55.3678201,10.4349037,111.63239726309051
1731065817,55.3678417,10.4349972,112.03921150911378
1731065817,55.3678634,10.4350907,112.44602562011596
1731065817,55.367885,10.4351842,112.8538398453596
1731065817,55.3679067,10.4352777,113.26065393557201
1731065818,55.3679283,10.4353712,113.66746814007094
1731065818,55.36795,10.4354647,114.0742822095284
1731065818,55.3679716,10.4355582,114.48209639331749
1731065818,55.3679933,10.4356517,114.88891044205496
1731065818,55.3680149,10.4357452,115.29572460516903
1731065819,55.3680366,10.4358387,115.70353863322141
1731065819,55.3680583,10.4359322,116.11035265093741
1731065819,55.3680799,10.4360257,116.51716678309747
1731065819,55.3681016,10.4361192,116.9249807801807
1731065819,55.3681232,10.4362127,117.33179489175298
1731065820,55.3681449,10.4363062,117.73860886823829
1731065820,55.3681665,10.4363997,118.14642295925758
1731065820,55.3681882,10.4364932,118.55323691517997
1731065820,55.3682098,10.4365867,118.96005098568116
1731065820,55.3682315,10.4366802,119.36786492107542
1731065821,55.3682531,10.4367738,119.77467880106062
1731065821,55.3682748,10.4368673,120.18249271595387
1731065821,55.3682964,10.4369608,120.58930674551576
1731065821,55.3683181,10.4370543,120.99612063995072
1731065821,55.3683397,10.4371478,121.40393464909914
1731065822,55.3683614,10.4372413,121.8107485231107
1731065822,55.368383,10.4373348,122.21856251188052
1731065822,55.3684047,10.4374283,122.62537636550354
1731065822,55.3684263,10.4375218,123.03319033392968
1731065822,55.368448,10.4376153,123.44000416719905
1731065823,55.3684696,10.4377088,123.84681811531634
1731065823,55.3684913,10.4378023,124.25463192826695
1731065823,55.3685129,10.4378958,124.6614458561102
1731065823,55.3685346,10.4379893,125.06925964877698
1731065823,55.3685562,10.4380828,125.47607355638114
1731065824,55.3685779,10.4381763,125.88388732879895
1731065824,55.3685995,10.4382698,126.29070121619887
1731065824,55.3686212,10.4383634,126.69851479823886
1731065824,55.3686428,10.4384569,127.10532866546171
1731065824,55.3686428,10.4384569,127.10532866546171
1731065825,55.3686428,10.4384569,127.10532866546171
1731065825,55.3686428,10.4384569,127.10532866546171
1731065825,55.3686428,10.4384569,127.10532866546171
1731065825,55.3686428,10.4384569,127.10532866546171
1731065825,55.3686428,10.4384569,127.10532866546171
1731065826,55.3686428,10.4384569,127.10532866546171
1731065826,55.3686428,10.4384569,127.10532866546171
1731065826,55.3686428,10.4384569,127.10532866546171
1731065826,55.3686428,10.4384569,127.10532866546171
1731065826,55.3686428,10.4384569,127.10532866546171
1731065827,55.3686428,10.4384569,127.10532866546171
1731065827,55.3686428,10.4384569,127.10532866546171
1731065827,55.3686428,10.4384569,127.10532866546171
1731065827,55.3686428,10.4384569,127.10532866546171
1731065827,55.3686428,10.4384569,127.10532866546171
1731065828,55.3686428,10.4384569,127.10532866546171
1731065828,55.3686428,10.4384569,127.10532866546171
1731065828,55.3686428,10.4384569,127.10532866546171
1731065828,55.3686428,10.4384569,127.10532866546171
1731065828,55.3686428,10.4384569,127.10532866546171
1731065829,55.3686428,10.4384569,127.10532866546171
1731065829,55.3686428,10.4384569,127.10532866546171
1731065829,55.3686428,10.4384569,127.10532866546171
1731065829,55.3686428,10.4384569,127.10532866546171
1731065829,55.3686428,10.4384569,127.10532866546171
1731065830,55.3686428,10.4384569,127.10532866546171
1731065830,55.3686428,10.4384569,127.10532866546171
1731065830,55.3686428,10.4384569,127.10532866546171
1731065830,55.3686428,10.4384569,127.10532866546171
1731065830,55.3686428,10.4384569,127.10532866546171
1731065831,55.3686428,10.4384569,127.10532866546171
1731065831,55.3686428,10.4384569,127.10532866546171
1731065831,55.3686428,10.4384569,127.10532866546171
1731065831,55.3686428,10.4384569,127.10532866546171
1731065831,55.3686428,10.4384569,127.10532866546171
1731065832,55.3686428,10.4384569,127.10532866546171
1731065832,55.3686428,10.4384569,127.10532866546171
1731065832,55.3686428,10.4384569,127.10532866546171
1731065832,55.3686428,10.4384569,127.10532866546171
1731065832,55.3686428,10.4384569,127.10532866546171
1731065833,55.3686428,10.4384569,127.10532866546171
1731065833,55.3686428,10.4384569,127.10532866546171
1731065833,55.3686428,10.4384569,127.10532866546171
1731065833,55.3686428,10.4384569,127.10532866546171
1731065833,55.3686428,10.4384569,127.10532866546171
1731065834,55.3686428,10.4384569,127.10532866546171
1731065834,55.3686428,10.4384569,127.10532866546171
1731065834,55.3686428,10.4384569,127.10532866546171
1731065834,55.3686428,10.4384569,127.10532866546171
1731065834,55.3686428,10.4384569,127.10532866546171
1731065835,55.3686428,10.4384569,127.10532866546171
1731065835,55.3686428,10.4384569,127.10532866546171
1731065835,55.3686428,10.4384569,127.10532866546171
1731065835,55.3686428,10.4384569,127.10532866546171
1731065835,55.3686428,10.4384569,127.10532866546171
1731065836,55.3686428,10.4384569,127.10532866546171
1731065836,55.3686428,10.4384569,127.10532866546171
1731065836,55.3686428,10.4384569,127.10532866546171
1731065836,55.3686428,10.4384569,127.10532866546171
1731065836,55.3686428,10.4384569,127.10532866546171
1731065837,55.3686428,10.4384569,127.10532866546171
1731065837,55.3686428,10.4384569,127.10532866546171
1731065837,55.3686428,10.4384569,127.10532866546171
1731065837,55.3686428,10.4384569,127.10532866546171
1731065837,55.3686428,10.4384569,127.10532866546171
1731065838,55.3686428,10.4384569,127.10532866546171
1731065838,55.3686428,10.4384569,127.10532866546171
1731065838,55.3686428,10.4384569,127.10532866546171
1731065838,55.3686428,10.4384569,127.10532866546171
1731065838,55.3686428,10.4384569,127.10532866546171
1731065839,55.3686428,10.4384569,127.10532866546171
1731065839,55.3686428,10.4384569,127.10532866546171
1731065839,55.3686428,10.4384569,127.10532866546171
1731065839,55.3686428,10.4384569,127.10532866546171
1731065839,55.3686428,10.4384569,127.10532866546171
1731065840,55.3686428,10.4384569,127.10532866546171
1731065840,55.3686428,10.4384569,127.10532866546171
1731065840,55.3686428,10.4384569,127.10532866546171
1731065840,55.3686428,10.4384569,127.10532866546171
1731065840,55.3686428,10.4384569,127.10532866546171
1731065841,55.3686428,10.4384569,127.10532866546171
1731065841,55.3686428,10.4384569,127.10532866546171
1731065841,55.3686428,10.4384569,127.10532866546171
1731065841,55.3686428,10.4384569,127.10532866546171
1731065841,55.3686428,10.4384569,127.10532866546171
1731065842,55.3686428,10.4384569,127.10532866546171
1731065842,55.3686428,10.4384569,127.10532866546171
1731065842,55.3686428,10.4384569,127.10532866546171
1731065842,55.3686428,10.4384569,127.10532866546171
1731065842,55.3686428,10.4384569,127.10532866546171
1731065843,55.3686428,10.4384569,127.10532866546171
1731065843,55.3686428,10.4384569,127.10532866546171
1731065843,55.3686428,10.4384569,127.10532866546171
1731065843,55.3686428,10.4384569,127.10532866546171
1731065843,55.3686428,10.4384569,127.10532866546171
1731065844,55.3686428,10.4384569,127.10532866546171
1731065844,55.3686428,10.4384569,127.10532866546171
1731065844,55.3686428,10.4384569,127.10532866546171
1731065844,55.3686428,10.4384569,127.10532866546171
1731065844,55.3686428,10.4384569,127.10532866546171
1731065845,55.3686428,10.4384569,127.10532866546171
1731065845,55.3686428,10.4384569,127.10532866546171
1731065845,55.3686428,10.4384569,127.10532866546171
1731065845,55.3686428,10.4384569,127.10532866546171
1731065845,55.3686428,10.4384569,127.10532866546171
1731065846,55.3686428,10.4384569,127.10532866546171
1731065846,55.3686428,10.4384569,127.10532866546171
1731065846,55.3686428,10.4384569,127.10532866546171
1731065846,55.3686428,10.4384569,127.10532866546171
1731065846,55.3686428,10.4384569,127.10532866546171
1731065847,55.3686428,10.4384569,127.10532866546171
1731065847,55.3686428,10.4384569,127.10532866546171
1731065847,55.3686428,10.4384569,127.10532866546171
1731065847,55.3686428,10.4384569,127.10532866546171
